"범죄별","발생지역별","시점","범죄발생지역",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","계","2020 년","296",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","서울","2014 년","44",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","서울","2015 년","49",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","서울","2016 년","58",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","서울","2017 년","65",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","서울","2018 년","89",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","서울","2019 년","109",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","서울","2020 년","62",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","부산","2014 년","52",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","부산","2015 년","51",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","부산","2016 년","34",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","부산","2017 년","24",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","부산","2018 년","59",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","부산","2019 년","33",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","부산","2020 년","63",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대구","2014 년","13",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대구","2015 년","37",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대구","2016 년","26",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대구","2017 년","16",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대구","2018 년","17",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대구","2019 년","23",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대구","2020 년","28",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","인천","2014 년","9",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","인천","2015 년","23",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","인천","2016 년","12",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","인천","2017 년","15",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","인천","2018 년","26",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","인천","2019 년","20",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","인천","2020 년","7",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","광주","2014 년","17",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","광주","2015 년","9",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","광주","2016 년","6",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","광주","2017 년","20",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","광주","2018 년","17",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","광주","2019 년","22",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","광주","2020 년","5",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대전","2014 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대전","2015 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대전","2016 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대전","2018 년","9",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대전","2019 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","대전","2020 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","울산","2014 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","울산","2015 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","울산","2016 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","울산","2017 년","20",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","울산","2018 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","울산","2019 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","울산","2020 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","세종","2014 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","세종","2015 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","세종","2016 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","세종","2018 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","세종","2019 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","세종","2020 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경기","2014 년","28",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경기","2015 년","61",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경기","2016 년","56",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경기","2017 년","54",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경기","2018 년","51",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경기","2019 년","32",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경기","2020 년","72",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","강원","2014 년","1",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","강원","2015 년","8",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","강원","2016 년","4",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","강원","2017 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","강원","2018 년","16",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","강원","2019 년","6",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","강원","2020 년","8",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충북","2014 년","6",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충북","2015 년","5",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충북","2016 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충북","2017 년","1",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충북","2018 년","1",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충북","2019 년","4",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충북","2020 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충남","2014 년","9",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충남","2015 년","5",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충남","2016 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충남","2017 년","1",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충남","2018 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충남","2019 년","5",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","충남","2020 년","6",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전북","2014 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전북","2015 년","4",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전북","2016 년","-",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전북","2017 년","8",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전북","2018 년","8",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전북","2019 년","8",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전북","2020 년","11",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전남","2014 년","4",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전남","2015 년","13",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전남","2016 년","3",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전남","2017 년","5",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전남","2018 년","18",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전남","2019 년","12",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","전남","2020 년","8",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경북","2014 년","5",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경북","2015 년","22",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경북","2016 년","6",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경북","2017 년","11",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경북","2018 년","8",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경북","2019 년","16",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경북","2020 년","6",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경남","2014 년","1",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경남","2015 년","4",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경남","2016 년","25",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경남","2017 년","17",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경남","2018 년","29",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경남","2019 년","13",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","경남","2020 년","12",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","제주","2014 년","7",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","제주","2015 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","제주","2016 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","제주","2017 년","4",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","제주","2018 년","2",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","제주","2019 년","5",
"범죄수익 은닉의 규제 및 처벌 등에 관한법률","제주","2020 년","-",
"변호사법","계","2014 년","791",
"변호사법","계","2015 년","945",
"변호사법","계","2016 년","868",
"변호사법","계","2017 년","886",
"변호사법","계","2018 년","716",
"변호사법","계","2019 년","560",
"변호사법","계","2020 년","459",
"변호사법","서울","2014 년","235",
"변호사법","서울","2015 년","265",
"변호사법","서울","2016 년","300",
"변호사법","서울","2017 년","245",
"변호사법","서울","2018 년","217",
"변호사법","서울","2019 년","161",
"변호사법","서울","2020 년","160",
"변호사법","부산","2014 년","60",
"변호사법","부산","2015 년","77",
"변호사법","부산","2016 년","54",
"변호사법","부산","2017 년","51",
"변호사법","부산","2018 년","58",
"변호사법","부산","2019 년","27",
"변호사법","부산","2020 년","28",
"변호사법","대구","2014 년","58",
"변호사법","대구","2015 년","25",
"변호사법","대구","2016 년","40",
"변호사법","대구","2017 년","26",
"변호사법","대구","2018 년","30",
"변호사법","대구","2019 년","33",
"변호사법","대구","2020 년","22",
"변호사법","인천","2014 년","44",
"변호사법","인천","2015 년","129",
"변호사법","인천","2016 년","43",
"변호사법","인천","2017 년","39",
"변호사법","인천","2018 년","46",
"변호사법","인천","2019 년","34",
"변호사법","인천","2020 년","17",
"변호사법","광주","2014 년","35",
"변호사법","광주","2015 년","44",
"변호사법","광주","2016 년","44",
"변호사법","광주","2017 년","43",
"변호사법","광주","2018 년","39",
"변호사법","광주","2019 년","34",
"변호사법","광주","2020 년","30",
"변호사법","대전","2014 년","18",
"변호사법","대전","2015 년","21",
"변호사법","대전","2016 년","26",
"변호사법","대전","2017 년","19",
"변호사법","대전","2018 년","23",
"변호사법","대전","2019 년","17",
"변호사법","대전","2020 년","10",
"변호사법","울산","2014 년","15",
"변호사법","울산","2015 년","11",
"변호사법","울산","2016 년","13",
"변호사법","울산","2017 년","24",
"변호사법","울산","2018 년","11",
"변호사법","울산","2019 년","8",
"변호사법","울산","2020 년","6",
"변호사법","세종","2014 년","1",
"변호사법","세종","2015 년","-",
"변호사법","세종","2016 년","-",
"변호사법","세종","2018 년","2",
"변호사법","세종","2019 년","3",
"변호사법","세종","2020 년","2",
"변호사법","경기","2014 년","178",
"변호사법","경기","2015 년","213",
"변호사법","경기","2016 년","204",
"변호사법","경기","2017 년","285",
"변호사법","경기","2018 년","156",
"변호사법","경기","2019 년","83",
"변호사법","경기","2020 년","94",
"변호사법","강원","2014 년","8",
"변호사법","강원","2015 년","8",
"변호사법","강원","2016 년","10",
"변호사법","강원","2017 년","11",
"변호사법","강원","2018 년","11",
"변호사법","강원","2019 년","28",
"변호사법","강원","2020 년","7",
"변호사법","충북","2014 년","23",
"변호사법","충북","2015 년","17",
"변호사법","충북","2016 년","10",
"변호사법","충북","2017 년","21",
"변호사법","충북","2018 년","8",
"변호사법","충북","2019 년","14",
"변호사법","충북","2020 년","12",
"변호사법","충남","2014 년","25",
"변호사법","충남","2015 년","41",
"변호사법","충남","2016 년","21",
"변호사법","충남","2017 년","14",
"변호사법","충남","2018 년","34",
"변호사법","충남","2019 년","20",
"변호사법","충남","2020 년","14",
"변호사법","전북","2014 년","28",
"변호사법","전북","2015 년","17",
"변호사법","전북","2016 년","18",
"변호사법","전북","2017 년","30",
"변호사법","전북","2018 년","13",
"변호사법","전북","2019 년","21",
"변호사법","전북","2020 년","12",
"변호사법","전남","2014 년","27",
"변호사법","전남","2015 년","24",
"변호사법","전남","2016 년","22",
"변호사법","전남","2017 년","27",
"변호사법","전남","2018 년","22",
"변호사법","전남","2019 년","18",
"변호사법","전남","2020 년","11",
"변호사법","경북","2014 년","12",
"변호사법","경북","2015 년","17",
"변호사법","경북","2016 년","7",
"변호사법","경북","2017 년","13",
"변호사법","경북","2018 년","12",
"변호사법","경북","2019 년","10",
"변호사법","경북","2020 년","8",
"변호사법","경남","2014 년","21",
"변호사법","경남","2015 년","35",
"변호사법","경남","2016 년","54",
"변호사법","경남","2017 년","33",
"변호사법","경남","2018 년","30",
"변호사법","경남","2019 년","43",
"변호사법","경남","2020 년","21",
"변호사법","제주","2014 년","3",
"변호사법","제주","2015 년","1",
"변호사법","제주","2016 년","2",
"변호사법","제주","2017 년","5",
"변호사법","제주","2018 년","4",
"변호사법","제주","2019 년","6",
"변호사법","제주","2020 년","5",
"병역법","계","2014 년","7361",
"병역법","계","2015 년","6218",
"병역법","계","2016 년","6375",
"병역법","계","2017 년","7317",
"병역법","계","2018 년","6941",
"병역법","계","2019 년","6331",
"병역법","계","2020 년","2063",
"병역법","서울","2014 년","1856",
"병역법","서울","2015 년","1622",
"병역법","서울","2016 년","1684",
"병역법","서울","2017 년","1890",
"병역법","서울","2018 년","2102",
"병역법","서울","2019 년","1848",
"병역법","서울","2020 년","447",
"병역법","부산","2014 년","308",
"병역법","부산","2015 년","247",
"병역법","부산","2016 년","197",
"병역법","부산","2017 년","216",
"병역법","부산","2018 년","163",
"병역법","부산","2019 년","153",
"병역법","부산","2020 년","102",
"병역법","대구","2014 년","397",
"병역법","대구","2015 년","318",
"병역법","대구","2016 년","278",
"병역법","대구","2017 년","300",
"병역법","대구","2018 년","209",
"병역법","대구","2019 년","166",
"병역법","대구","2020 년","98",
"병역법","인천","2014 년","494",
"병역법","인천","2015 년","396",
"병역법","인천","2016 년","470",
"병역법","인천","2017 년","645",
"병역법","인천","2018 년","543",
"병역법","인천","2019 년","479",
"병역법","인천","2020 년","141",
"병역법","광주","2014 년","123",
"병역법","광주","2015 년","86",
"병역법","광주","2016 년","118",
"병역법","광주","2017 년","97",
"병역법","광주","2018 년","70",
"병역법","광주","2019 년","69",
"병역법","광주","2020 년","56",
"병역법","대전","2014 년","166",
"병역법","대전","2015 년","239",
"병역법","대전","2016 년","248",
"병역법","대전","2017 년","188",
"병역법","대전","2018 년","215",
"병역법","대전","2019 년","148",
"병역법","대전","2020 년","61",
"병역법","울산","2014 년","95",
"병역법","울산","2015 년","31",
"병역법","울산","2016 년","27",
"병역법","울산","2017 년","25",
"병역법","울산","2018 년","39",
"병역법","울산","2019 년","29",
"병역법","울산","2020 년","19",
"병역법","세종","2014 년","39",
"병역법","세종","2015 년","56",
"병역법","세종","2016 년","95",
"병역법","세종","2017 년","73",
"병역법","세종","2018 년","72",
"병역법","세종","2019 년","46",
"병역법","세종","2020 년","7",
"병역법","경기","2014 년","1791",
"병역법","경기","2015 년","1495",
"병역법","경기","2016 년","1515",
"병역법","경기","2017 년","2265",
"병역법","경기","2018 년","2095",
"병역법","경기","2019 년","2201",
"병역법","경기","2020 년","498",
"병역법","강원","2014 년","212",
"병역법","강원","2015 년","169",
"병역법","강원","2016 년","128",
"병역법","강원","2017 년","157",
"병역법","강원","2018 년","186",
"병역법","강원","2019 년","136",
"병역법","강원","2020 년","50",
"병역법","충북","2014 년","298",
"병역법","충북","2015 년","169",
"병역법","충북","2016 년","184",
"병역법","충북","2017 년","147",
"병역법","충북","2018 년","136",
"병역법","충북","2019 년","199",
"병역법","충북","2020 년","76",
"병역법","충남","2014 년","253",
"병역법","충남","2015 년","234",
"병역법","충남","2016 년","307",
"병역법","충남","2017 년","267",
"병역법","충남","2018 년","293",
"병역법","충남","2019 년","226",
"병역법","충남","2020 년","90",
"병역법","전북","2014 년","172",
"병역법","전북","2015 년","162",
"병역법","전북","2016 년","183",
"병역법","전북","2017 년","199",
"병역법","전북","2018 년","169",
"병역법","전북","2019 년","137",
"병역법","전북","2020 년","63",
"병역법","전남","2014 년","155",
"병역법","전남","2015 년","143",
"병역법","전남","2016 년","122",
"병역법","전남","2017 년","116",
"병역법","전남","2018 년","82",
"병역법","전남","2019 년","82",
"병역법","전남","2020 년","67",
"병역법","경북","2014 년","372",
"병역법","경북","2015 년","326",
"병역법","경북","2016 년","288",
"병역법","경북","2017 년","263",
"병역법","경북","2018 년","183",
"병역법","경북","2019 년","150",
"병역법","경북","2020 년","117",
"병역법","경남","2014 년","574",
"병역법","경남","2015 년","480",
"병역법","경남","2016 년","478",
"병역법","경남","2017 년","434",
"병역법","경남","2018 년","340",
"병역법","경남","2019 년","233",
"병역법","경남","2020 년","156",
"병역법","제주","2014 년","56",
"병역법","제주","2015 년","45",
"병역법","제주","2016 년","53",
"병역법","제주","2017 년","35",
"병역법","제주","2018 년","44",
"병역법","제주","2019 년","29",
"병역법","제주","2020 년","15",
"보조금관리에 관한법률","계","2014 년","676",
"보조금관리에 관한법률","계","2015 년","1109",
"보조금관리에 관한법률","계","2016 년","527",
"보조금관리에 관한법률","계","2017 년","702",
"보조금관리에 관한법률","계","2018 년","358",
"보조금관리에 관한법률","계","2019 년","1156",
"보조금관리에 관한법률","계","2020 년","1066",
"보조금관리에 관한법률","서울","2014 년","32",
"보조금관리에 관한법률","서울","2015 년","25",
"보조금관리에 관한법률","서울","2016 년","49",
"보조금관리에 관한법률","서울","2017 년","105",
"보조금관리에 관한법률","서울","2018 년","43",
"보조금관리에 관한법률","서울","2019 년","115",
"보조금관리에 관한법률","서울","2020 년","92",
"보조금관리에 관한법률","부산","2014 년","165",
"보조금관리에 관한법률","부산","2015 년","12",
"보조금관리에 관한법률","부산","2016 년","19",
"보조금관리에 관한법률","부산","2017 년","35",
"보조금관리에 관한법률","부산","2018 년","16",
"보조금관리에 관한법률","부산","2019 년","340",
"보조금관리에 관한법률","부산","2020 년","75",
"보조금관리에 관한법률","대구","2014 년","23",
"보조금관리에 관한법률","대구","2015 년","12",
"보조금관리에 관한법률","대구","2016 년","13",
"보조금관리에 관한법률","대구","2017 년","17",
"보조금관리에 관한법률","대구","2018 년","19",
"보조금관리에 관한법률","대구","2019 년","27",
"보조금관리에 관한법률","대구","2020 년","33",
"보조금관리에 관한법률","인천","2014 년","48",
"보조금관리에 관한법률","인천","2015 년","33",
"보조금관리에 관한법률","인천","2016 년","20",
"보조금관리에 관한법률","인천","2017 년","30",
"보조금관리에 관한법률","인천","2018 년","11",
"보조금관리에 관한법률","인천","2019 년","64",
"보조금관리에 관한법률","인천","2020 년","22",
"보조금관리에 관한법률","광주","2014 년","23",
"보조금관리에 관한법률","광주","2015 년","46",
"보조금관리에 관한법률","광주","2016 년","16",
"보조금관리에 관한법률","광주","2017 년","23",
"보조금관리에 관한법률","광주","2018 년","10",
"보조금관리에 관한법률","광주","2019 년","15",
"보조금관리에 관한법률","광주","2020 년","23",
"보조금관리에 관한법률","대전","2014 년","12",
"보조금관리에 관한법률","대전","2015 년","16",
"보조금관리에 관한법률","대전","2016 년","7",
"보조금관리에 관한법률","대전","2017 년","27",
"보조금관리에 관한법률","대전","2018 년","7",
"보조금관리에 관한법률","대전","2019 년","10",
"보조금관리에 관한법률","대전","2020 년","33",
"보조금관리에 관한법률","울산","2014 년","19",
"보조금관리에 관한법률","울산","2015 년","107",
"보조금관리에 관한법률","울산","2016 년","4",
"보조금관리에 관한법률","울산","2017 년","3",
"보조금관리에 관한법률","울산","2018 년","11",
"보조금관리에 관한법률","울산","2019 년","32",
"보조금관리에 관한법률","울산","2020 년","20",
"보조금관리에 관한법률","세종","2014 년","-",
"보조금관리에 관한법률","세종","2015 년","2",
"보조금관리에 관한법률","세종","2016 년","1",
"보조금관리에 관한법률","세종","2017 년","2",
"보조금관리에 관한법률","세종","2018 년","-",
"보조금관리에 관한법률","세종","2019 년","2",
"보조금관리에 관한법률","세종","2020 년","4",
"보조금관리에 관한법률","경기","2014 년","125",
"보조금관리에 관한법률","경기","2015 년","307",
"보조금관리에 관한법률","경기","2016 년","84",
"보조금관리에 관한법률","경기","2017 년","189",
"보조금관리에 관한법률","경기","2018 년","106",
"보조금관리에 관한법률","경기","2019 년","167",
"보조금관리에 관한법률","경기","2020 년","263",
"보조금관리에 관한법률","강원","2014 년","19",
"보조금관리에 관한법률","강원","2015 년","24",
"보조금관리에 관한법률","강원","2016 년","44",
"보조금관리에 관한법률","강원","2017 년","21",
"보조금관리에 관한법률","강원","2018 년","18",
"보조금관리에 관한법률","강원","2019 년","22",
"보조금관리에 관한법률","강원","2020 년","26",
"보조금관리에 관한법률","충북","2014 년","27",
"보조금관리에 관한법률","충북","2015 년","51",
"보조금관리에 관한법률","충북","2016 년","19",
"보조금관리에 관한법률","충북","2017 년","23",
"보조금관리에 관한법률","충북","2018 년","13",
"보조금관리에 관한법률","충북","2019 년","25",
"보조금관리에 관한법률","충북","2020 년","34",
"보조금관리에 관한법률","충남","2014 년","12",
"보조금관리에 관한법률","충남","2015 년","196",
"보조금관리에 관한법률","충남","2016 년","22",
"보조금관리에 관한법률","충남","2017 년","61",
"보조금관리에 관한법률","충남","2018 년","16",
"보조금관리에 관한법률","충남","2019 년","27",
"보조금관리에 관한법률","충남","2020 년","100",
"보조금관리에 관한법률","전북","2014 년","41",
"보조금관리에 관한법률","전북","2015 년","50",
"보조금관리에 관한법률","전북","2016 년","43",
"보조금관리에 관한법률","전북","2017 년","45",
"보조금관리에 관한법률","전북","2018 년","18",
"보조금관리에 관한법률","전북","2019 년","32",
"보조금관리에 관한법률","전북","2020 년","39",
"보조금관리에 관한법률","전남","2014 년","57",
"보조금관리에 관한법률","전남","2015 년","32",
"보조금관리에 관한법률","전남","2016 년","65",
"보조금관리에 관한법률","전남","2017 년","28",
"보조금관리에 관한법률","전남","2018 년","20",
"보조금관리에 관한법률","전남","2019 년","49",
"보조금관리에 관한법률","전남","2020 년","98",
"보조금관리에 관한법률","경북","2014 년","29",
"보조금관리에 관한법률","경북","2015 년","43",
"보조금관리에 관한법률","경북","2016 년","29",
"보조금관리에 관한법률","경북","2017 년","17",
"보조금관리에 관한법률","경북","2018 년","21",
"보조금관리에 관한법률","경북","2019 년","45",
"보조금관리에 관한법률","경북","2020 년","94",
"보조금관리에 관한법률","경남","2014 년","29",
"보조금관리에 관한법률","경남","2015 년","145",
"보조금관리에 관한법률","경남","2016 년","66",
"보조금관리에 관한법률","경남","2017 년","63",
"보조금관리에 관한법률","경남","2018 년","22",
"보조금관리에 관한법률","경남","2019 년","179",
"보조금관리에 관한법률","경남","2020 년","105",
"보조금관리에 관한법률","제주","2014 년","15",
"보조금관리에 관한법률","제주","2015 년","8",
"보조금관리에 관한법률","제주","2016 년","26",
"보조금관리에 관한법률","제주","2017 년","13",
"보조금관리에 관한법률","제주","2018 년","7",
"보조금관리에 관한법률","제주","2019 년","5",
"보조금관리에 관한법률","제주","2020 년","5",
"부동산 실권리자 명의 등기에 관한법률","계","2014 년","518",
"부동산 실권리자 명의 등기에 관한법률","계","2015 년","462",
"부동산 실권리자 명의 등기에 관한법률","계","2016 년","489",
"부동산 실권리자 명의 등기에 관한법률","계","2017 년","456",
"부동산 실권리자 명의 등기에 관한법률","계","2018 년","486",
"부동산 실권리자 명의 등기에 관한법률","계","2019 년","417",
"부동산 실권리자 명의 등기에 관한법률","계","2020 년","475",
"부동산 실권리자 명의 등기에 관한법률","서울","2014 년","106",
"부동산 실권리자 명의 등기에 관한법률","서울","2015 년","84",
"부동산 실권리자 명의 등기에 관한법률","서울","2016 년","92",
"부동산 실권리자 명의 등기에 관한법률","서울","2017 년","69",
"부동산 실권리자 명의 등기에 관한법률","서울","2018 년","81",
"부동산 실권리자 명의 등기에 관한법률","서울","2019 년","84",
"부동산 실권리자 명의 등기에 관한법률","서울","2020 년","87",
"부동산 실권리자 명의 등기에 관한법률","부산","2014 년","43",
"부동산 실권리자 명의 등기에 관한법률","부산","2015 년","32",
"부동산 실권리자 명의 등기에 관한법률","부산","2016 년","29",
"부동산 실권리자 명의 등기에 관한법률","부산","2017 년","24",
"부동산 실권리자 명의 등기에 관한법률","부산","2018 년","42",
"부동산 실권리자 명의 등기에 관한법률","부산","2019 년","30",
"부동산 실권리자 명의 등기에 관한법률","부산","2020 년","43",
"부동산 실권리자 명의 등기에 관한법률","대구","2014 년","15",
"부동산 실권리자 명의 등기에 관한법률","대구","2015 년","11",
"부동산 실권리자 명의 등기에 관한법률","대구","2016 년","11",
"부동산 실권리자 명의 등기에 관한법률","대구","2017 년","20",
"부동산 실권리자 명의 등기에 관한법률","대구","2018 년","46",
"부동산 실권리자 명의 등기에 관한법률","대구","2019 년","19",
"부동산 실권리자 명의 등기에 관한법률","대구","2020 년","23",
"부동산 실권리자 명의 등기에 관한법률","인천","2014 년","30",
"부동산 실권리자 명의 등기에 관한법률","인천","2015 년","35",
"부동산 실권리자 명의 등기에 관한법률","인천","2016 년","19",
"부동산 실권리자 명의 등기에 관한법률","인천","2017 년","29",
"부동산 실권리자 명의 등기에 관한법률","인천","2018 년","15",
"부동산 실권리자 명의 등기에 관한법률","인천","2019 년","27",
"부동산 실권리자 명의 등기에 관한법률","인천","2020 년","16",
"부동산 실권리자 명의 등기에 관한법률","광주","2014 년","7",
"부동산 실권리자 명의 등기에 관한법률","광주","2015 년","5",
"부동산 실권리자 명의 등기에 관한법률","광주","2016 년","4",
"부동산 실권리자 명의 등기에 관한법률","광주","2017 년","9",
"부동산 실권리자 명의 등기에 관한법률","광주","2018 년","7",
"부동산 실권리자 명의 등기에 관한법률","광주","2019 년","8",
"부동산 실권리자 명의 등기에 관한법률","광주","2020 년","8",
"부동산 실권리자 명의 등기에 관한법률","대전","2014 년","5",
"부동산 실권리자 명의 등기에 관한법률","대전","2015 년","8",
"부동산 실권리자 명의 등기에 관한법률","대전","2016 년","16",
"부동산 실권리자 명의 등기에 관한법률","대전","2017 년","8",
"부동산 실권리자 명의 등기에 관한법률","대전","2018 년","17",
"부동산 실권리자 명의 등기에 관한법률","대전","2019 년","13",
"부동산 실권리자 명의 등기에 관한법률","대전","2020 년","9",
"부동산 실권리자 명의 등기에 관한법률","울산","2014 년","13",
"부동산 실권리자 명의 등기에 관한법률","울산","2015 년","10",
"부동산 실권리자 명의 등기에 관한법률","울산","2016 년","5",
"부동산 실권리자 명의 등기에 관한법률","울산","2017 년","5",
"부동산 실권리자 명의 등기에 관한법률","울산","2018 년","7",
"부동산 실권리자 명의 등기에 관한법률","울산","2019 년","8",
"부동산 실권리자 명의 등기에 관한법률","울산","2020 년","8",
"부동산 실권리자 명의 등기에 관한법률","세종","2014 년","2",
"부동산 실권리자 명의 등기에 관한법률","세종","2015 년","-",
"부동산 실권리자 명의 등기에 관한법률","세종","2016 년","2",
"부동산 실권리자 명의 등기에 관한법률","세종","2017 년","3",
"부동산 실권리자 명의 등기에 관한법률","세종","2018 년","3",
"부동산 실권리자 명의 등기에 관한법률","세종","2019 년","-",
"부동산 실권리자 명의 등기에 관한법률","세종","2020 년","4",
