"범죄별","발생지역별","시점","범죄발생지역",
"최저임금법","세종","2015 년","-",
"최저임금법","세종","2016 년","-",
"최저임금법","세종","2018 년","-",
"최저임금법","세종","2019 년","-",
"최저임금법","세종","2020 년","-",
"최저임금법","경기","2014 년","87",
"최저임금법","경기","2015 년","117",
"최저임금법","경기","2016 년","169",
"최저임금법","경기","2017 년","172",
"최저임금법","경기","2018 년","180",
"최저임금법","경기","2019 년","239",
"최저임금법","경기","2020 년","216",
"최저임금법","강원","2014 년","21",
"최저임금법","강원","2015 년","23",
"최저임금법","강원","2016 년","19",
"최저임금법","강원","2017 년","29",
"최저임금법","강원","2018 년","28",
"최저임금법","강원","2019 년","26",
"최저임금법","강원","2020 년","29",
"최저임금법","충북","2014 년","2",
"최저임금법","충북","2015 년","6",
"최저임금법","충북","2016 년","11",
"최저임금법","충북","2017 년","13",
"최저임금법","충북","2018 년","9",
"최저임금법","충북","2019 년","11",
"최저임금법","충북","2020 년","7",
"최저임금법","충남","2014 년","21",
"최저임금법","충남","2015 년","19",
"최저임금법","충남","2016 년","22",
"최저임금법","충남","2017 년","23",
"최저임금법","충남","2018 년","43",
"최저임금법","충남","2019 년","29",
"최저임금법","충남","2020 년","50",
"최저임금법","전북","2014 년","23",
"최저임금법","전북","2015 년","22",
"최저임금법","전북","2016 년","15",
"최저임금법","전북","2017 년","13",
"최저임금법","전북","2018 년","24",
"최저임금법","전북","2019 년","27",
"최저임금법","전북","2020 년","22",
"최저임금법","전남","2014 년","7",
"최저임금법","전남","2015 년","9",
"최저임금법","전남","2016 년","10",
"최저임금법","전남","2017 년","17",
"최저임금법","전남","2018 년","23",
"최저임금법","전남","2019 년","24",
"최저임금법","전남","2020 년","17",
"최저임금법","경북","2014 년","17",
"최저임금법","경북","2015 년","9",
"최저임금법","경북","2016 년","12",
"최저임금법","경북","2017 년","21",
"최저임금법","경북","2018 년","39",
"최저임금법","경북","2019 년","46",
"최저임금법","경북","2020 년","32",
"최저임금법","경남","2014 년","8",
"최저임금법","경남","2015 년","26",
"최저임금법","경남","2016 년","34",
"최저임금법","경남","2017 년","49",
"최저임금법","경남","2018 년","41",
"최저임금법","경남","2019 년","47",
"최저임금법","경남","2020 년","44",
"최저임금법","제주","2014 년","-",
"최저임금법","제주","2015 년","-",
"최저임금법","제주","2016 년","-",
"최저임금법","제주","2018 년","-",
"최저임금법","제주","2019 년","-",
"최저임금법","제주","2020 년","-",
"축산물 위생관리법","계","2014 년","1707",
"축산물 위생관리법","계","2015 년","1443",
"축산물 위생관리법","계","2016 년","1354",
"축산물 위생관리법","계","2017 년","1730",
"축산물 위생관리법","계","2018 년","572",
"축산물 위생관리법","계","2019 년","495",
"축산물 위생관리법","계","2020 년","305",
"축산물 위생관리법","서울","2014 년","176",
"축산물 위생관리법","서울","2015 년","105",
"축산물 위생관리법","서울","2016 년","93",
"축산물 위생관리법","서울","2017 년","173",
"축산물 위생관리법","서울","2018 년","61",
"축산물 위생관리법","서울","2019 년","51",
"축산물 위생관리법","서울","2020 년","39",
"축산물 위생관리법","부산","2014 년","149",
"축산물 위생관리법","부산","2015 년","100",
"축산물 위생관리법","부산","2016 년","70",
"축산물 위생관리법","부산","2017 년","74",
"축산물 위생관리법","부산","2018 년","41",
"축산물 위생관리법","부산","2019 년","27",
"축산물 위생관리법","부산","2020 년","25",
"축산물 위생관리법","대구","2014 년","172",
"축산물 위생관리법","대구","2015 년","140",
"축산물 위생관리법","대구","2016 년","66",
"축산물 위생관리법","대구","2017 년","97",
"축산물 위생관리법","대구","2018 년","19",
"축산물 위생관리법","대구","2019 년","30",
"축산물 위생관리법","대구","2020 년","17",
"축산물 위생관리법","인천","2014 년","83",
"축산물 위생관리법","인천","2015 년","59",
"축산물 위생관리법","인천","2016 년","65",
"축산물 위생관리법","인천","2017 년","82",
"축산물 위생관리법","인천","2018 년","26",
"축산물 위생관리법","인천","2019 년","27",
"축산물 위생관리법","인천","2020 년","23",
"축산물 위생관리법","광주","2014 년","234",
"축산물 위생관리법","광주","2015 년","71",
"축산물 위생관리법","광주","2016 년","26",
"축산물 위생관리법","광주","2017 년","45",
"축산물 위생관리법","광주","2018 년","8",
"축산물 위생관리법","광주","2019 년","11",
"축산물 위생관리법","광주","2020 년","6",
"축산물 위생관리법","대전","2014 년","37",
"축산물 위생관리법","대전","2015 년","35",
"축산물 위생관리법","대전","2016 년","47",
"축산물 위생관리법","대전","2017 년","36",
"축산물 위생관리법","대전","2018 년","31",
"축산물 위생관리법","대전","2019 년","31",
"축산물 위생관리법","대전","2020 년","11",
"축산물 위생관리법","울산","2014 년","18",
"축산물 위생관리법","울산","2015 년","50",
"축산물 위생관리법","울산","2016 년","33",
"축산물 위생관리법","울산","2017 년","493",
"축산물 위생관리법","울산","2018 년","2",
"축산물 위생관리법","울산","2019 년","2",
"축산물 위생관리법","울산","2020 년","3",
"축산물 위생관리법","세종","2014 년","3",
"축산물 위생관리법","세종","2015 년","1",
"축산물 위생관리법","세종","2016 년","6",
"축산물 위생관리법","세종","2017 년","2",
"축산물 위생관리법","세종","2018 년","6",
"축산물 위생관리법","세종","2019 년","1",
"축산물 위생관리법","세종","2020 년","1",
"축산물 위생관리법","경기","2014 년","435",
"축산물 위생관리법","경기","2015 년","376",
"축산물 위생관리법","경기","2016 년","435",
"축산물 위생관리법","경기","2017 년","389",
"축산물 위생관리법","경기","2018 년","196",
"축산물 위생관리법","경기","2019 년","152",
"축산물 위생관리법","경기","2020 년","103",
"축산물 위생관리법","강원","2014 년","24",
"축산물 위생관리법","강원","2015 년","55",
"축산물 위생관리법","강원","2016 년","55",
"축산물 위생관리법","강원","2017 년","23",
"축산물 위생관리법","강원","2018 년","6",
"축산물 위생관리법","강원","2019 년","17",
"축산물 위생관리법","강원","2020 년","3",
"축산물 위생관리법","충북","2014 년","99",
"축산물 위생관리법","충북","2015 년","68",
"축산물 위생관리법","충북","2016 년","104",
"축산물 위생관리법","충북","2017 년","59",
"축산물 위생관리법","충북","2018 년","49",
"축산물 위생관리법","충북","2019 년","31",
"축산물 위생관리법","충북","2020 년","16",
"축산물 위생관리법","충남","2014 년","42",
"축산물 위생관리법","충남","2015 년","54",
"축산물 위생관리법","충남","2016 년","75",
"축산물 위생관리법","충남","2017 년","42",
"축산물 위생관리법","충남","2018 년","39",
"축산물 위생관리법","충남","2019 년","24",
"축산물 위생관리법","충남","2020 년","5",
"축산물 위생관리법","전북","2014 년","52",
"축산물 위생관리법","전북","2015 년","129",
"축산물 위생관리법","전북","2016 년","98",
"축산물 위생관리법","전북","2017 년","34",
"축산물 위생관리법","전북","2018 년","21",
"축산물 위생관리법","전북","2019 년","25",
"축산물 위생관리법","전북","2020 년","11",
"축산물 위생관리법","전남","2014 년","57",
"축산물 위생관리법","전남","2015 년","52",
"축산물 위생관리법","전남","2016 년","30",
"축산물 위생관리법","전남","2017 년","27",
"축산물 위생관리법","전남","2018 년","6",
"축산물 위생관리법","전남","2019 년","8",
"축산물 위생관리법","전남","2020 년","6",
"축산물 위생관리법","경북","2014 년","69",
"축산물 위생관리법","경북","2015 년","70",
"축산물 위생관리법","경북","2016 년","57",
"축산물 위생관리법","경북","2017 년","52",
"축산물 위생관리법","경북","2018 년","24",
"축산물 위생관리법","경북","2019 년","17",
"축산물 위생관리법","경북","2020 년","9",
"축산물 위생관리법","경남","2014 년","48",
"축산물 위생관리법","경남","2015 년","69",
"축산물 위생관리법","경남","2016 년","90",
"축산물 위생관리법","경남","2017 년","94",
"축산물 위생관리법","경남","2018 년","35",
"축산물 위생관리법","경남","2019 년","40",
"축산물 위생관리법","경남","2020 년","26",
"축산물 위생관리법","제주","2014 년","9",
"축산물 위생관리법","제주","2015 년","9",
"축산물 위생관리법","제주","2016 년","4",
"축산물 위생관리법","제주","2017 년","8",
"축산물 위생관리법","제주","2018 년","2",
"축산물 위생관리법","제주","2019 년","1",
"축산물 위생관리법","제주","2020 년","1",
"출입국관리법","계","2014 년","1710",
"출입국관리법","계","2015 년","1915",
"출입국관리법","계","2016 년","2975",
"출입국관리법","계","2017 년","2407",
"출입국관리법","계","2018 년","2633",
"출입국관리법","계","2019 년","4306",
"출입국관리법","계","2020 년","2584",
"출입국관리법","서울","2014 년","232",
"출입국관리법","서울","2015 년","270",
"출입국관리법","서울","2016 년","270",
"출입국관리법","서울","2017 년","292",
"출입국관리법","서울","2018 년","340",
"출입국관리법","서울","2019 년","434",
"출입국관리법","서울","2020 년","339",
"출입국관리법","부산","2014 년","82",
"출입국관리법","부산","2015 년","72",
"출입국관리법","부산","2016 년","109",
"출입국관리법","부산","2017 년","120",
"출입국관리법","부산","2018 년","116",
"출입국관리법","부산","2019 년","166",
"출입국관리법","부산","2020 년","100",
"출입국관리법","대구","2014 년","67",
